Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume
IBKR,33844158000,NASDAQ,90820000,125000000,148000000,136000000,99000000,72000000,73000000,67000000,42000000,16005968,18482320,17758003,24472010,16018022,18499262,18724706,32242484,21744213,23790352,18414271,22351188,28386576,27306741,23211168,17288359,16837724,21179384,15268038,22956651,14411174,21220417,16820150,16025946
ICLR,18529159000,NASDAQ,82151000,115598000,116654000,117445000,160154000,115734000,111970000,76468000,-94270000,7930691,9470194,11295015,15152059,17923438,16053908,11892955,11725560,10270246,10013724,11026029,12421649,14581182,11803721,9686421,8959624,11009591,10111572,10044566,14535022,14064312,13452738,10006849,8785847
ICUI,2624779000,NASDAQ,24135900,-9934000,-9812000,-15536000,-13208000,-7474000,-38068000,19925000,31081000,,,,,,,,,,,,,,,,,,,,,,,,
IDA,4826628000,NYSE,50615000,68574000,56098000,42054000,106380000,64287000,46260000,32798000,97897000,5180624,7039912,5150234,4945539,4723691,3730279,3039165,4852631,5031923,3616599,5012425,4681366,3764126,3875459,3300815,3296768,5020009,5228065,4405887,6923664,4099144,4305984,4210570,4293295
INFA,6088299000,NYSE,243950000,-152466000,-116354000,-4381000,-15602000,-30506000,-3186000,-66332000,2727000,,,,,,,,,,,,,,,,,,,,,,,,
INGR,6001580000,NYSE,66140000,163000000,191000000,114000000,106000000,142000000,130000000,67000000,118000000,5216663,8248708,10387747,5779978,7258147,9249659,5373499,7509761,6427572,5678270,5204941,6728942,6714386,8780166,7492634,5878677,7702151,8803707,6730668,10267332,9403239,7422166,7794848,8427302
INSP,4414143000,NYSE,29335700,-11952000,-15424000,3150000,-16847000,-14490000,-16694000,-2391000,-10347000,11153590,11820764,14767242,7027712,10829723,8879340,6618874,7713854,6997388,4848727,5978166,7551850,6561258,6156880,6563866,3811947,6152929,8751482,4982044,5149129,5647411,5865185,5516104,4243828
IONS,6673259000,NASDAQ,143326000,-85290000,-124323000,-52430000,-46992000,-105135000,-65165000,224613000,-82466000,,,,,,,,,,,,,,,,,,,,,,,,
IPGP,4351133000,NASDAQ,47367000,62321000,60135000,-92895000,76264000,56968000,69572000,65087000,75402000,2815184,4440483,6651326,3981375,6385663,4918799,3270897,5449070,5655000,5347972,6043303,5210951,6218618,7580360,5931740,5553443,18844734,16288004,12214365,17940261,10430767,5089303,5212472,6562845
IRDM,4974529000,NASDAQ,125051000,-1642000,-30741000,9775000,-808000,2149000,4557000,2824000,-5884000,,,,,,,,,,,,,,,,,,,,,,,,
ITT,7764197000,NYSE,82100000,108200000,100000000,115200000,102400000,74600000,74800000,103600000,87500000,5603220,8545729,9626607,8522048,9909390,8191130,7329237,12889355,10416498,8724442,8215857,9664139,7703136,7628016,9093744,7653340,12344970,16643362,15728298,18036285,12625888,7046710,7033766,6712232
JAZZ,8335688000,NASDAQ,63135000,104438000,69420000,-240724000,-19648000,34665000,1647000,-35351000,-52833000,8463151,9366084,11833167,8995423,14221749,12826376,6737828,12918088,10818442,9135135,13850623,11801577,8143184,13603700,12115342,8186372,10746504,13177620,10785249,13614923,10266334,14716926,11736728,12653177
JBL,17059029000,NYSE,130881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,6767365000,NYSE,210428000,57719000,12395000,135635000,142217000,195459000,115762000,328944000,320883000,22464311,34505414,23969341,23838008,24172220,21233531,22202583,55185695,15856057,34179899,19041406,22762156,27939164,34626859,19650483,28336543,32973188,29726819,31519604,51019569,27649550,45471122,25774312,31412253
